,cluster_broad,date_publish,outlet,headline
1644,3,2019-08-31 02:10:06,The Washington Post,House Democrats in Trump districts resist liberal pressure on impeachment
1645,10,2019-08-31 02:19:49,USA Today,Texas Gov. Greg Abbott 'Mistakes were made' in fundraising mailer
1646,12,2019-08-31 02:31:35,The Washington Post,Court overturns gun conviction in killing that sparked fierce debate over ‘sanctuary’ policies
1647,4,2019-08-31 02:46:17,The Guardian,Trump tweets photo of Iran rocket site and says US 'not involved' in failed launch
1648,12,2019-08-31 02:52:17,The Washington Post,RFK assassin Sirhan Sirhan stable after prison stabbing
1649,14,2019-08-31 02:57:13,Reuters,Hong Kong activists arrested including Joshua Wong in crackdown on protests
1650,4,2019-08-31 02:58:42,The Washington Post,Destination remains obscure for Iran oil tanker sought by US
1652,12,2019-08-31 03:00:39,Los Angeles Times,Sirhan Sirhan is reportedly stabbed at prison in San Diego
1653,0,2019-08-31 03:08:39,The Washington Post,Sen. Bernie Sanders teases plan to cancel $81 billion in Americans’ medical debt
1655,12,2019-08-31 03:13:00,NBC News,Robert F. Kennedy assassin Sirhan Sirhan stabbed in prison
1657,12,2019-08-31 04:06:12,Reuters,Convicted RFK assassin Sirhan Sirhan stabbed in California prison: reports
1658,7,2019-08-31 04:12:55,Fox News,"As Dorian nears Florida, Trump says Mar-a-Lago 'can handle itself'"
1659,12,2019-08-31 04:13:40,Fox News,Molotov cocktail toss in Florida is latest attack against DHS facility: report
1660,12,2019-08-31 04:13:40,Fox News,Molotov cocktail toss in Florida is latest attack against DHS facility: report
1661,4,2019-08-31 04:14:21,The Washington Post,Iran official tweets at Trump after apparent rocket failure
1663,4,2019-08-31 04:46:18,The Washington Post,Afghan government says Taliban attacking city of Kunduz
1664,0,2019-08-31 04:55:41,Fox News,Mumps outbreaks affected migrants at detention centers in 19 states: CDC
1665,0,2019-08-31 05:28:50,The Washington Post,Citizenship list in Indian state leaves out almost 2 million
1666,12,2019-08-31 05:31:22,CNN,Arkansas woman drowns in a flood after 911 dispatcher scolds her during her final minutes
1667,12,2019-08-31 05:31:22,CNN,Arkansas woman drowns in a flood after 911 dispatcher scolds her during her final minutes
1668,14,2019-08-31 06:07:25,The Washington Post,The Latest: Police brace as protesters mass in Hong Kong
1669,0,2019-08-31 06:10:07,The Washington Post,Two million risk becoming stateless after Indian state releases final list of citizens
1670,4,2019-08-31 06:20:16,Yahoo! News,Iran official tweets at Trump after apparent rocket failure
1671,0,2019-08-31 06:21:04,Reuters,"India leaves nearly two million people off citizens' list, fate uncertain"
1672,4,2019-08-31 06:35:37,Reuters,Taliban attack northern Afghan city amid peace talks with U.S.
1673,4,2019-08-31 06:35:47,The Guardian,Taliban launches 'massive' attack on Kunduz in northern Afghanistan
1674,14,2019-08-31 06:50:21,CNN,Live: Hong Kong's 13th straight weekend of unrest
1675,14,2019-08-31 06:50:21,CNN,Live: Hong Kong's 13th straight weekend of unrest
1676,14,2019-08-31 06:50:21,CNN,Live: Hong Kong's 13th straight weekend of unrest
1677,14,2019-08-31 07:00:59,The Guardian,Hong Kong braced for weekend of protests despite cancellation of march
1679,4,2019-08-31 07:37:57,The Washington Post,Taliban launches large-scale attack on key Afghan city as talks with U.S. continue
1680,12,2019-08-31 07:46:00,NBC News,Woman tosses Molotov cocktail into Florida citizenship office
1681,12,2019-08-31 07:46:34,HuffPost,Tweeters Make Same Chilling Point About Jack Dorsey's Account Being Compromised
1682,14,2019-08-31 07:54:04,Reuters,Hong Kong protesters march in the rain after mass demo banned
1683,14,2019-08-31 08:17:45,The Washington Post,Hong Kong defies ban and sweep of arrests for yet another protest
1684,14,2019-08-31 08:19:47,Reuters,Be like water: Hong Kong protesters meander on the march
1685,7,2019-08-31 08:20:57,CNN,South Carolina's governor has declared a state of emergency
1686,4,2019-08-31 08:24:00,NBC News,Taliban forces attack Afghan city amid peace talks with U.S.
1687,0,2019-08-31 08:40:10,The Guardian,Javid: relationship with PM is 'fantastic' despite aide's sacking
1688,0,2019-08-31 09:25:22,The Washington Post,WWII: A memory battleground on the 80th anniversary
1689,14,2019-08-31 09:31:22,Reuters,Hong Kong protesters join meandering march for democracy
1690,14,2019-08-31 09:42:30,Reuters,Hong Kong police use tear gas to try to disperse protests
1691,4,2019-08-31 09:47:35,Fox News,Photo tweeted by Trump of Iranian launch failure was from intel briefing: report
1692,14,2019-08-31 09:50:18,The Washington Post,Hong Kong police use tear gas and water cannon to try to drive back protesters outside government headquarters
1693,9,2019-08-31 10:00:51,The Guardian,Do the Brazil Amazon fires justify environmental interventionism?
1694,14,2019-08-31 10:26:20,Reuters,"Hong Kong police fire tear gas, water cannon in latest clashes"
1695,9,2019-08-31 10:36:56,Reuters,Brazil agents raid illegal miners in Amazon as environmental enforcement ratchets up
1696,4,2019-08-31 10:40:23,The Washington Post,Cease-fire brings temporary calm to Syria’s Idlib
1697,4,2019-08-31 10:41:27,Reuters,Yemeni separatists arrest dozens of government loyalists in Aden
1698,4,2019-08-31 10:43:07,PBS,Taliban launch ‘massive attack’ on Afghan city of Kunduz
1699,14,2019-08-31 10:46:00,NBC News,"Hong Kong police fire tear gas, water cannon as latest protests turn violent"
1701,9,2019-08-31 11:00:00,Reuters,RPT-Why is Bolsonaro wary of foreign Amazon aid? Ask Brazil's military
1703,14,2019-08-31 11:21:45,The Washington Post,Crowds gather in UK cities to protest Johnson’s Brexit plans
1704,3,2019-08-31 11:24:23,The Guardian,How Warren surged past Sanders - and how he fought back
1705,13,2019-08-31 11:30:12,The Washington Post,"New tariffs on shoes, televisions, diapers and other Chinese-made products take effect Sunday"
1706,7,2019-08-31 11:32:22,PBS,Evacuations begin in Bahamas as Category 4 Dorian bears down
1707,0,2019-08-31 11:36:35,Reuters,Saudi Arabia splits industry and mining from energy ministry
1708,4,2019-08-31 11:47:35,Reuters,"Taliban, Afghan forces clash in northern Afghan city amid peace talks with U.S."
1709,14,2019-08-31 11:56:16,Reuters,Hong Kong police fire tear gas as protesters hurl petrol bombs
1710,4,2019-08-31 12:06:52,Fox News,"Taliban launch 'massive attack' on northern Afghanistan city, government says"
1711,14,2019-08-31 12:21:19,Reuters,Hong Kong police fire tear gas as protesters hurl petrol bombs
1712,12,2019-08-31 12:22:29,Fox News,"Asylum-seeker arrested in France knife attack that left 1 dead, 9 wounded"
1713,14,2019-08-31 12:26:00,Breitbart,Tear Gas and Petrol Bombs as Hong Kongers Defy Regime Protest Ban
1715,0,2019-08-31 13:17:39,The Guardian,India: almost 2m people left off Assam register of citizens
1716,13,2019-08-31 13:26:41,Reuters,Factbox: Next rounds of Trump's tariffs on Chinese goods to hit consumers
1717,12,2019-08-31 13:51:00,ABC News,Conviction overturned for undocumented immigrant charged in death of Kate Steinle
1718,5,2019-08-31 13:56:07,The Guardian,Jeremy Corbyn: next week is last chance to stop no-deal Brexit
1719,0,2019-08-31 14:00:17,PBS,Citizenship list in Indian state leaves out almost 2 million
1720,0,2019-08-31 14:04:29,Fox News,Ruth Bader Ginsburg: I'm 'alive and on my way to being very well'
1721,11,2019-08-31 14:10:31,Reuters,"Amid Colombia rebel rearmament, U.S. sees support from Maduro: official"
1722,14,2019-08-31 14:11:55,USA Today,Boston's Straight Pride Parade is here after months of debate
1723,0,2019-08-31 14:18:02,Politico,Justice Ginsburg: 'I am on my way to being very well'
1724,14,2019-08-31 14:22:04,Los Angeles Times,Defiant Hong Kong protest march followed by heightened violence
1726,14,2019-08-31 14:33:58,Reuters,Hong Kong protests turn to chaos amid tear gas and petrol bombs
1727,13,2019-08-31 14:39:37,The Washington Post,"‘They’re on,’ Trump says of tariffs set to kick in on Sunday"
1728,4,2019-08-31 14:39:47,Chicago Tribune,"Trump tweets high-quality, possibly declassified surveillance photo of Iranian rocket launch pad"
1729,10,2019-08-31 14:42:00,NBC News,"Vice President Pence says, 'The Bible stays' at veterans hospital facing lawsuit"
1730,14,2019-08-31 14:58:00,PBS,Parliament’s suspension before Brexit protested across UK
1731,12,2019-08-31 15:00:31,Breitbart,Google Claims Malicious Websites Used Hacked Apple iPhones
1732,14,2019-08-31 15:04:44,Reuters,Thousands protest British PM Johnson's move to suspend parliament
1733,0,2019-08-31 15:06:47,CBS News,"What's next for Epstein's Zorro Ranch, where accusers say they were raped and trafficked"
1734,4,2019-08-31 15:12:00,NBC News,"Trump tweets image of Iran's launch failure, but was it classified?"
1736,7,2019-08-31 15:18:18,The Washington Post,Trump at golf club after going to Camp David to track storm
1737,4,2019-08-31 15:47:00,Reuters,Iranian oil tanker no longer has Turkish destination: ship tracking data
1738,4,2019-08-31 15:50:37,Reuters,Taliban suicide bomber hits Afghan police as Kunduz siege continues
1739,14,2019-08-31 16:04:15,Chicago Tribune,"Hong Kong protesters set fires, police shoot tear gas in 13th consecutive weekend of anti-government demonstrations"
1740,12,2019-08-31 16:20:49,CBS News,"""You're not going to die"": 911 dispatcher mocks drowning woman in her final moments"
1741,4,2019-08-31 16:36:29,Reuters,U.S. forces strike Syrian al Qaeda facility: Defense Department
1742,14,2019-08-31 16:38:36,Reuters,Hong Kong police fire tear gas as march turns into violent chaos
1743,12,2019-08-31 16:39:17,The Washington Post,"France: Manhunt after 1 killed, 6 injured in knife attack"
1744,4,2019-08-31 16:42:54,Reuters,"Scores killed as Taliban, Afghan forces clash in Kunduz despite peace talks"
1745,7,2019-08-31 16:45:34,Reuters,"Dorian strengthens, heads toward Florida as dangerous category 4 hurricane"
1746,0,2019-08-31 16:51:25,Breitbart,Bernie Sanders Promises to Erase Past Medical Debt
1747,0,2019-08-31 17:05:38,Reuters,U.S. Justice Ginsburg says she is on her way to 'being very well'
1748,12,2019-08-31 17:07:25,Breitbart,911 Dispatcher Tells Arkansas Woman to ‘Shut Up’ Moments Before Her Death
1750,0,2019-08-31 17:18:24,The Washington Post,Justice Ginsburg reports she’s ‘very well’ following cancer
1751,7,2019-08-31 17:18:40,CBS News,Trump meets with FEMA officials at Camp David to prepare for Hurricane Dorian
1752,7,2019-08-31 17:18:40,CBS News,Trump golfs as East Coast braces for catastrophic hurricane
1753,14,2019-08-31 17:19:04,Reuters,"Hong Kong commercial centers paralyzed as protesters, police exchange petrol bombs and tear gas"
1754,12,2019-08-31 17:21:09,Yahoo! News,Sirhan Sirhan: Robert Kennedy assassin stabbed in prison
1755,7,2019-08-31 17:21:19,Breitbart,Forecasters Now Expect Hurricane Dorian to Spare Florida
1756,12,2019-08-31 17:32:08,Fox News,"Dozens injured by shootings in Texas towns, authorities say; 2 suspects sought"
1757,12,2019-08-31 17:32:08,Fox News,"At least 2 dead, up to 20 injured in West Texas shooting, mayor says; 1 suspect in custody"
1758,12,2019-08-31 17:32:08,Fox News,"At least 5 dead, more than 20 injured in West Texas shooting, official says; suspect dead"
1759,12,2019-08-31 17:32:08,Fox News,"At least 21 shot, 5 killed in West Texas shooting, official says; suspect dead"
1760,12,2019-08-31 17:32:08,Fox News,"At least 24 shot, 5 killed in West Texas rampage, official says; suspect dead"
1762,0,2019-08-31 17:43:21,Reuters,Second rescue boat heading to Lampedusa in potential new stand-off with Rome
1763,7,2019-08-31 17:43:27,The Washington Post,"Before Dorian, Florida groups help immigrants get prepared"
1764,9,2019-08-31 17:44:53,The Washington Post,Amazon fires: French activists urge more Brazil action
1765,12,2019-08-31 17:44:56,Breitbart,Suspect Tosses Molotov Cocktail into Florida DHS Facility
1767,14,2019-08-31 17:46:46,CBS News,"Dueling protests break out at ""Straight Pride Parade"" in Boston"
1768,12,2019-08-31 17:47:00,ABC News,"Gunman at large in hijacked mail truck, 'shooting at random people'"
1769,12,2019-08-31 17:47:03,The New York Times,"2 Dead and Up to 20 Injured in Shootings in Midland, Tex., Officials Say"
1770,12,2019-08-31 17:51:00,Yahoo! News,Conviction overturned for undocumented immigrant charged in death of Kate Steinle
1771,14,2019-08-31 17:52:00,NBC News,'Straight Pride Parade' in Boston draws counterprotesters and heavy police presence
1772,12,2019-08-31 17:56:06,Los Angeles Times,"Knife attack kills 1, injures 9 in France; suspect detained"
1773,4,2019-08-31 18:04:30,Reuters,Israeli military orders extra forces to Lebanon border area
1774,14,2019-08-31 18:07:42,PBS,"For Brexit protesters, a larger issue is at stake: democracy"
1775,4,2019-08-31 18:14:56,Reuters,Hezbollah has enough precision-guided missiles for confrontation: chief
1776,12,2019-08-31 18:17:18,Politico,Police: 'Multiple gunshot victims' in Texas shootings
1777,14,2019-08-31 18:19:31,Los Angeles Times,Parliament's suspension before Brexit is protested across Britain
1778,4,2019-08-31 18:26:21,The Washington Post,Hezbollah leader denies having missile factories in Lebanon
1780,0,2019-08-31 18:29:55,The Guardian,"Lessons of the second world war are at risk of being forgotten, or even rewritten"
1781,12,2019-08-31 18:32:22,PBS,"Odessa police chief: 21 shot, 5 killed in Texas shooting"
1782,12,2019-08-31 18:32:29,Breitbart,New York Teen Arrested for Allegedly Plotting ISIS-Inspired Attack
1784,12,2019-08-31 18:39:43,Reuters,"One dead, nine wounded in France after suspected knife attack"
1785,0,2019-08-31 18:58:27,Reuters,Bernie Sanders proposes canceling $81 billion U.S. medical debt
1786,0,2019-08-31 19:01:19,Los Angeles Times,Justice Ginsburg reports she's 'very well' following cancer
1787,0,2019-08-31 19:29:52,The Guardian,Ruth Bader Ginsburg: 'I'm on the way to being very well' after cancer treatment
1789,14,2019-08-31 19:45:55,The Guardian,"Hong Kong: ‘Revolution is war, and no war is without bloodshed’"
1790,12,2019-08-31 19:59:42,The Guardian,Molotov cocktail thrown into US Citizenship and Immigration office
1791,4,2019-08-31 20:05:16,Reuters,"Hezbollah says commanders ready, Israel orders more forces to border region"
1793,0,2019-08-31 21:02:01,Breitbart,I'm Alive and 'on My Way to Being Very Well' After Cancer Scares
1794,12,2019-08-31 21:23:00,ABC News,"Massacre in Odessa, Texas, leaves total of at least 35 people killed in mass shootings in August"
1795,12,2019-08-31 21:43:00,NBC News,"5 dead, 21 injured by shooter in Odessa, Texas, police say"
1796,12,2019-08-31 21:43:00,NBC News,"5 dead, 21 injured after motorist opens fire in Odessa, Texas"
1797,12,2019-08-31 21:43:59,HuffPost,Multiple Injured In Shootings In Western Texas
1798,12,2019-08-31 21:54:08,The Washington Post,"Police say “multiple gunshot victims” after suspect hijacked mail truck in Odessa, Texas, and is shooting at random"
1799,12,2019-08-31 21:55:39,The Guardian,Texas police say two gunmen at large after shooting at Odessa Home Depot
1802,7,2019-08-31 22:00:22,Reuters,"After Dorian takes a turn, central Florida city breathes sigh of relief"
1804,7,2019-08-31 22:11:57,Slate,Trump Golfs and Tweets After Canceling Poland Trip to Keep Track of Hurricane Dorian
1805,12,2019-08-31 22:19:01,CNN,Shooter targets people at shopping centers in West Texas
1806,12,2019-08-31 22:19:01,CNN,Shooter targets people at shopping centers in West Texas
1807,12,2019-08-31 22:24:00,Reuters,"Two killed, around 20 injured in Texas shooting: media"
1808,0,2019-08-31 22:38:48,Yahoo! News,Justice Ginsburg reports she's on way to 'well' after cancer
1809,12,2019-08-31 22:58:21,The Guardian,"Five dead and 21 injured in Texas shooting, police say"
1810,12,2019-08-31 23:05:25,Reuters,"Five killed, including shooter, around 21 injured in Texas shooting: police, media"
1811,12,2019-08-31 23:10:19,Slate,Gunmen in West Texas leave multiple gunshot victims.
1812,12,2019-08-31 23:10:19,Slate,Gunmen in West Texas leave multiple gunshot victims.
1814,12,2019-08-31 23:16:40,The Washington Post,"5 killed, 21 injured in a mass shooting in Odessa, Texas"
